ID,COUNTY,countyname,state,population,counts.sum,region,region2,indices.avg,counts.sum,voc.indices.avg,soc.indices.avg,metal.indices.avg,dbp.indices.avg,pfas.indices.avg,horm.indices.avg,indices.sum,countynamenospace
191,8031,DENVER,CO,649495,1818,Mountain,South-West,0.401731242,1818,0.043647214,0.477121255,1.491072102,1.491361694,0,0.004004103,11.24847478,DENVER
192,8035,DOUGLAS,CO,305963,2752,Mountain,South-West,0.370063101,2752,0.08400545,0.268845312,1.383049005,1.77815125,0,0,12.21208234,DOUGLAS
193,8037,EAGLE,CO,52460,784,Mountain,South-West,0.40558545,784,0,0,1.097979254,1.929418926,0,0,8.51729445,EAGLE
194,8039,ELBERT,CO,23733,525,Mountain,South-West,0.388727484,525,0.062761813,0.057991947,1.026800425,1.505149978,0,0,8.16327717,ELBERT
195,8041,EL PASO,CO,655044,23268,Mountain,South-West,0.530154232,23268,0.028510336,0.756961951,1.334030291,1.77815125,0.75429557,0,17.49508964,EL-PASO
196,8043,FREMONT,CO,46451,1174,Mountain,South-West,0.178543821,1174,0,0,0.776916197,1.230448921,0,0,5.8919461,FREMONT
197,8045,GARFIELD,CO,57302,288,Mountain,South-West,0.128379153,288,0,0,0.556309664,0,0,0,3.337857986,GARFIELD
198,8047,GILPIN,CO,5601,434,Mountain,South-West,0.241406435,434,0,0,0.780033158,2.079181246,0,0,6.759380192,GILPIN
199,8049,GRAND,CO,14289,28,Mountain,South-West,0,28,0,0,0,0,0,0,0,GRAND
200,8051,GUNNISON,CO,15507,226,Mountain,South-West,0.161061508,226,0,0,0.815297312,0.423245874,0,0,5.315029748,GUNNISON
201,8055,HUERFANO,CO,6519,28,Mountain,South-West,0,28,0,0,0,0,0,0,0,HUERFANO
202,8059,JEFFERSON,CO,551798,3386,Mountain,South-West,0.329857128,3386,0.011954535,0.918329954,1.24767149,2.079181246,0,0.020281725,10.88528522,JEFFERSON
203,8067,LA PLATA,CO,53284,112,Mountain,South-West,0.17397142,112,0,0,0.570771239,0.228772378,0,0,3.653399814,LA-PLATA
204,8069,LARIMER,CO,315988,1803,Mountain,South-West,0.279085546,1803,0.108523978,0,1.030379957,1.230448921,0,0,9.209823007,LARIMER
205,8071,LAS ANIMAS,CO,14446,112,Mountain,South-West,0.178981143,112,0,0,0.626434002,0,0,0,3.758604011,LAS-ANIMAS
206,8075,LOGAN,CO,22450,112,Mountain,South-West,0.272062176,112,0,0,0.793177198,0.954242509,0,0,5.713305696,LOGAN
207,8077,MESA,CO,147554,335,Mountain,South-West,0.302098732,335,0,0,0.892400186,0.989672248,0,0,6.344073363,MESA
208,8081,MOFFAT,CO,13103,28,Mountain,South-West,0,28,0,0,0,0,0,0,0,MOFFAT
209,8083,MONTEZUMA,CO,25642,112,Mountain,South-West,0.224170008,112,0,0,0.579520209,1.230448921,0,0,4.707570176,MONTEZUMA
210,8085,MONTROSE,CO,40713,1036,Mountain,South-West,0.140978515,1036,0,0,0.657899738,0,0,0,3.947398428,MONTROSE
211,8087,MORGAN,CO,28404,112,Mountain,South-West,0.178423503,112,0,0,0.536974792,0.525044807,0,0,3.746893557,MORGAN
212,8089,OTERO,CO,18703,28,Mountain,South-West,0,28,0,0,0,0,0,0,0,OTERO
213,8091,OURAY,CO,4557,532,Mountain,South-West,0.140978515,532,0,0,0.657899738,0,0,0,3.947398428,OURAY
214,8097,PITKIN,CO,17379,216,Mountain,South-West,0.198440534,216,0,0,0.790570267,0.812913357,0,0,5.556334958,PITKIN
215,8101,PUEBLO,CO,161451,825,Mountain,South-West,0.407346529,825,0,0.756961951,1.247563445,1.361727836,0.300272058,0,11.4057028,PUEBLO
216,8105,RIO GRANDE,CO,11803,14,Mountain,South-West,0,14,0,0,0,0,0,0,0,RIO-GRANDE
217,8109,SAGUACHE,CO,6208,370,Mountain,South-West,0.20747232,370,0,0,1.008098726,0.423245874,0,0,6.846586574,SAGUACHE
218,8111,SAN JUAN,CO,692,252,Mountain,South-West,0.15488358,252,0,0,0.684661312,0.228772378,0,0,4.336740249,SAN-JUAN
219,8113,SAN MIGUEL,CO,7678,140,Mountain,South-West,0.139849498,140,0,0,0.65263099,0,0,0,3.915785938,SAN-MIGUEL
220,8117,SUMMIT,CO,28649,112,Mountain,South-West,0.147620293,112,0,0,0.516671025,0,0,0,3.100026151,SUMMIT
221,8119,TELLER,CO,23275,630,Mountain,South-West,0.12623944,630,0,0,0.506065628,0.498310554,0,0,3.53470432,TELLER
222,8121,WASHINGTON,CO,4803,72,Mountain,South-West,0.259425473,72,0,0,1.110980175,0,0,0,6.745062294,WASHINGTON
223,8123,WELD,CO,269785,1758,Mountain,South-West,0.277799276,1758,0.046765562,0,1.083593444,1.301029996,0,0,9.167376092,WELD
224,9001,FAIRFIELD,CT,939904,14032,New England,North-East,0.368145672,14032,0,0.196294645,1.262991855,1.868056362,0,0.017848391,12.14880717,FAIRFIELD
225,9003,HARTFORD,CT,898272,28699,New England,North-East,0.509629931,28699,0.120134583,1.041392685,1.717021951,1.562292864,0,0.074696964,14.26963808,HARTFORD
226,9005,LITCHFIELD,CT,186924,690,New England,North-East,0.194351662,690,0,0,0.690293872,1.230448921,0,0,6.413604836,LITCHFIELD
227,9007,MIDDLESEX,CT,165562,2620,New England,North-East,0.314470149,2620,0.071762295,0.734685557,0.96080495,1.096910013,0,0.074696964,10.37751493,MIDDLESEX
228,9009,NEW HAVEN,CT,862287,24712,New England,North-East,0.413915279,24712,0.100674619,1.711204461,1.217607442,1.868056362,0,0,11.58962781,NEW-HAVEN
229,9011,NEW LONDON,CT,274150,1586,New England,North-East,0.328534707,1362,0.017848391,0,0.921745486,1.58546073,0,0,8.541902378,NEW-LONDON
230,9013,TOLLAND,CT,151377,2634,New England,North-East,0.348729709,2634,0,0,1.192649648,1.653212514,0,0.074696964,11.50808041,TOLLAND
231,9015,WINDHAM,CT,117604,112,New England,North-East,0.204020511,112,0,0,0.43853637,1.653212514,0,0,4.284430734,WINDHAM
232,10001,KENT,DE,169416,1414,South Atlantic,Mid-Atlantic,0.365623749,1414,0.100674619,0.497324641,1.252817345,1.51851394,0,0,10.23746498,KENT
233,10003,NEW CASTLE,DE,549684,2761,South Atlantic,Mid-Atlantic,0.601187856,2761,0.121462526,1.497324641,1.534120982,1.477121255,0.864423413,0.043004285,19.83919924,NEW-CASTLE
234,10005,SUSSEX,DE,206649,72,South Atlantic,Mid-Atlantic,0.259085838,72,0,0,0.750963811,0,0,0,6.736231784,SUSSEX
235,11001,THE DISTRICT,DC,646449,616,South Atlantic,Mid-Atlantic,0.228488524,616,0.017848391,0,0.781213199,1.58546073,0,0,6.397678659,THE-DISTRICT
236,12001,ALACHUA,FL,253451,358,South Atlantic,South-East,0.272690694,358,0,0,1.196541492,0.740362689,0,0,8.998792887,ALACHUA
237,12003,BAKER,FL,27013,1904,South Atlantic,South-East,0.269224839,1904,0,0,0.935239797,1.812913357,0,0.016277622,7.538295491,BAKER
238,12005,BAY,FL,174987,916,South Atlantic,South-East,0.409061264,916,0,0,1.221057145,1.309249993,0,0,10.63559287,BAY
239,12009,BREVARD,FL,550823,953,South Atlantic,South-East,0.360340475,953,0.129012855,0.385350881,1.177118051,1.738384124,0,0,10.0895333,BREVARD
240,12011,BROWARD,FL,1838844,3894,South Atlantic,South-East,0.373438184,3894,0.152198995,0.268845312,1.199965357,1.812913357,0.018220898,0,10.45626916,BROWARD
241,12015,CHARLOTTE,FL,164736,300,South Atlantic,South-East,0.354397072,300,0,0,1.356298032,1.785329835,0,0,9.923118024,CHARLOTTE
242,12017,CITRUS,FL,139271,3106,South Atlantic,South-East,0.384724718,3106,0,0.359021943,1.498885737,1.419955748,0,0,10.77229211,CITRUS
243,12019,CLAY,FL,196399,2576,South Atlantic,South-East,0.28093026,2576,0,0,0.989865094,1.812913357,0,0.016277622,7.866047275,CLAY
244,12021,COLLIER,FL,339642,546,South Atlantic,South-East,0.343706739,546,0.138576682,0.196294645,1.1221969,1.72427587,0,0,9.623788694,COLLIER
245,12023,COLUMBIA,FL,67543,128,South Atlantic,South-East,0.329129304,128,0,0,1.048208696,1.188928484,0,0,8.557361907,COLUMBIA
246,12031,DUVAL,FL,885855,55272,South Atlantic,South-East,0.274899534,55272,0,0,0.961721708,1.812913357,0,0.016277622,7.697186958,DUVAL
247,12033,ESCAMBIA,FL,305817,17170,South Atlantic,South-East,0.450469798,17170,0.179382063,0.477121255,1.143032086,1.565847819,0.517767885,0,14.86550333,ESCAMBIA
248,12035,FLAGLER,FL,99956,345,South Atlantic,South-East,0.255036588,345,0,0,0.976574774,2.556758753,0,0,8.416207397,FLAGLER
249,12039,GADSDEN,FL,46194,72,South Atlantic,South-East,0.266870334,72,0,0,0.861296111,0,0,0,6.938628675,GADSDEN
250,12041,GILCHRIST,FL,16931,216,South Atlantic,South-East,0.334453552,216,0.025155894,0,1.048208696,1,0,0,8.695792357,GILCHRIST
251,12043,GLADES,FL,13345,168,South Atlantic,South-East,0.311068528,168,0,0,0.783321697,1.832508913,0,0,6.532439094,GLADES
252,12051,HENDRY,FL,37471,224,South Atlantic,South-East,0.364026078,224,0.138576682,0.196294645,0.792323393,1.72427587,0,0,7.644547648,HENDRY
253,12053,HERNANDO,FL,174441,1216,South Atlantic,South-East,0.371902506,1216,0,0,1.498885737,1.419955748,0,0,10.41327017,HERNANDO
254,12055,HIGHLANDS,FL,97616,672,South Atlantic,South-East,0.502789639,672,0.186376303,0,1.220754896,1.929418926,0,0,10.55858242,HIGHLANDS
255,12057,HILLSBOROUGH,FL,1291578,2256,South Atlantic,South-East,0.434247548,2256,0.154168749,0.385350881,1.496511838,1.977723605,0,0,14.33016907,HILLSBOROUGH
256,12059,HOLMES,FL,19717,268,South Atlantic,South-East,0.249983923,268,0,0,0.853228459,0,0,0,6.499581995,HOLMES
257,12061,INDIAN RIVER,FL,141994,196,South Atlantic,South-East,0.339311198,196,0,0.552841969,1.200596431,1.744292983,0,0,9.500713538,INDIAN-RIVER
258,12069,LAKE,FL,308034,2690,South Atlantic,South-East,0.460652643,2690,0.079758355,0.455931956,1.722110474,2.678542688,0,0,15.20153723,LAKE
259,12071,LEE,FL,661115,1021,South Atlantic,South-East,0.474834462,1021,0.273737342,0.196294645,1.524914192,2.033423755,0,0,13.29536495,LEE
260,12073,LEON,FL,281845,590,South Atlantic,South-East,0.312528648,590,0.08600857,0,1.336864883,1.69019608,0,0,10.31344537,LEON
261,12075,LEVY,FL,39644,144,South Atlantic,South-East,0.230762548,144,0.025155894,0,0.598881011,1,0,0,5.999826246,LEVY
262,12081,MANATEE,FL,342106,3726,South Atlantic,South-East,0.320892397,3726,0,0,1.424064504,1.716003344,0,0,10.58944909,MANATEE
263,12083,MARION,FL,337362,2130,South Atlantic,South-East,0.427085198,2130,0,1.006160309,1.686076441,1.677150521,0.058777467,0,14.09381152,MARION
264,12085,MARTIN,FL,151263,510,South Atlantic,South-East,0.322346855,510,0,0.359021943,0.928238523,1.832508913,0.21079166,0,9.025711951,MARTIN
265,12086,MIAMI-DADE,FL,2617176,1962,South Atlantic,South-East,0.373150285,1962,0.185990548,0.686380877,1.161858683,1.698970004,0.090263207,0,12.31395941,MIAMI-DADE
266,12087,MONROE,FL,76351,135,South Atlantic,South-East,0.205002715,135,0,0,0.927168358,0,0.014689348,0,6.765089587,MONROE
267,12089,NASSAU,FL,75710,2436,South Atlantic,South-East,0.339849577,2436,0.090974585,0,1.127503783,2,0,0.016277622,9.51578815,NASSAU
268,12091,OKALOOSA,FL,193811,2646,South Atlantic,South-East,0.314750142,2646,0,0.767685817,1.280598386,0.361727836,0,0,8.81300397,OKALOOSA
269,12093,OKEECHOBEE,FL,39330,168,South Atlantic,South-East,0.311068528,168,0,0,0.783321697,1.832508913,0,0,6.532439094,OKEECHOBEE
270,12095,ORANGE,FL,1225267,9845,South Atlantic,South-East,0.415604122,9845,0.291420374,0.921567576,1.46472065,1.965101938,0,0,13.71493603,ORANGE
271,12097,OSCEOLA,FL,298504,1454,South Atlantic,South-East,0.35862439,1454,0.079039435,0,1.270319925,1.866287339,0,0,10.04148293,OSCEOLA
272,12099,PALM BEACH,FL,1372171,1894,South Atlantic,South-East,0.43667394,1894,0.272076461,0.602059991,1.321313902,1.792391689,0,0,12.22687032,PALM-BEACH
273,12101,PASCO,FL,475502,2095,South Atlantic,South-East,0.529453924,2095,0.256554288,0.602059991,1.889322719,1.918524145,0.278908499,0,17.47197949,PASCO
274,12103,PINELLAS,FL,929048,9218,South Atlantic,South-East,0.410459636,9218,0.054181105,0.602059991,1.46186323,1.740362689,0,0,11.4928698,PINELLAS
275,12105,POLK,FL,623009,2771,South Atlantic,South-East,0.421491444,2771,0.261611232,0.410174465,1.507040411,2.274112338,0,0,13.90921764,POLK
276,12107,PUTNAM,FL,72577,46,South Atlantic,South-East,0.244473917,46,0,0,0.617501327,1.42894429,0,0,5.133952249,PUTNAM
277,12109,ST. JOHNS,FL,209647,6166,South Atlantic,South-East,0.269224839,6166,0,0,0.935239797,1.812913357,0,0.016277622,7.538295491,ST.-JOHNS
278,12111,ST. LUCIE,FL,286832,1120,South Atlantic,South-East,0.25567441,1120,0,0,0.887729092,1.832508913,0,0,7.158883466,ST.-LUCIE
279,12113,SANTA ROSA,FL,161096,3030,South Atlantic,South-East,0.518848871,3030,0.229693852,0.477121255,1.36001527,1.176091259,0.517767885,0,14.5277684,SANTA-ROSA
280,12115,SARASOTA,FL,390429,1428,South Atlantic,South-East,0.358496799,1428,0,0,1.386984505,1.716003344,0,0,10.03791038,SARASOTA
281,12117,SEMINOLE,FL,436041,3427,South Atlantic,South-East,0.424129519,3427,0.204702744,0.921567576,1.422429564,2.505149978,0,0,13.99627414,SEMINOLE
282,12119,SUMTER,FL,107056,1829,South Atlantic,South-East,0.365694951,1829,0,0,1.566746738,1.491361694,0,0,12.06793338,SUMTER
283,12121,SUWANNEE,FL,43734,144,South Atlantic,South-East,0.271494721,144,0.025155894,0,0.668241816,1.618048097,0,0,7.058862757,SUWANNEE
284,12127,VOLUSIA,FL,500800,1675,South Atlantic,South-East,0.360752725,1675,0.077724006,0.012234456,1.44499912,2.678542688,0,0,11.90483991,VOLUSIA
285,12131,WALTON,FL,59807,1260,South Atlantic,South-East,0.360998692,1260,0.007307503,0,1.254970001,0,0,0,7.580972527,WALTON
286,12133,WASHINGTON,FL,24624,268,South Atlantic,South-East,0.249983923,268,0,0,0.853228459,0,0,0,6.499581995,WASHINGTON
287,13001,APPLING,GA,18440,476,South Atlantic,South-East,0.237588165,476,0,0.268845312,0.858862397,1.230448921,0,0,6.652468612,APPLING
288,13005,BACON,GA,11216,72,South Atlantic,South-East,0.148146439,72,0,0,0.340686039,0.594359397,0,0,3.851807412,BACON
289,13009,BALDWIN,GA,46039,448,South Atlantic,South-East,0.204126477,448,0,0.44600429,0.603972475,1.645702211,0,0,5.71554135,BALDWIN
290,13011,BANKS,GA,18415,500,South Atlantic,South-East,0.224523635,500,0,0,1.04922277,0,0,0,7.409279969,BANKS
291,13013,BARROW,GA,71453,776,South Atlantic,South-East,0.414275147,776,0.031692679,0.910776816,0.996948631,1.58546073,0,0,8.699778084,BARROW
292,13015,BARTOW,GA,101273,1022,South Atlantic,South-East,0.204857067,1022,0,0,0.730635894,1.352182518,0,0,5.735997884,BARTOW
293,13017,BEN HILL,GA,17515,98,South Atlantic,South-East,0.185974796,98,0,0,0.650911785,0,0,0,3.905470712,BEN-HILL
294,13021,BIBB,GA,154721,864,South Atlantic,South-East,0.401718916,864,0.093316073,0,0.992589201,0.872156273,0,0,10.44469182,BIBB
295,13029,BRYAN,GA,33157,98,South Atlantic,South-East,0.155392449,98,0,0,0.543873573,0,0,0,3.263241435,BRYAN
296,13031,BULLOCH,GA,71214,294,South Atlantic,South-East,0.265258374,294,0,0,0.688074949,1.06069784,0,0,6.896717711,BULLOCH
297,13033,BURKE,GA,22923,288,South Atlantic,South-East,0.17806908,288,0,0,0.477728014,0,0,0,4.629796079,BURKE
298,13035,BUTTS,GA,23361,956,South Atlantic,South-East,0.253854768,956,0,0.268845312,0.907600701,1.301029996,0,0,8.377207348,BUTTS
299,13039,CAMDEN,GA,51476,196,South Atlantic,South-East,0.271464828,196,0,0,0.559231276,2.345373731,0,0,5.700761389,CAMDEN
300,13045,CARROLL,GA,112355,2041,South Atlantic,South-East,0.407453386,2041,0,0,1.200723097,1.352182518,0,0,8.556521101,CARROLL
301,13047,CATOOSA,GA,65311,602,South Atlantic,South-East,0.188929808,602,0,0.330993219,0.675991901,0.903089987,0,0,5.290034611,CATOOSA
302,13051,CHATHAM,GA,278434,1158,South Atlantic,South-East,0.232813768,1158,0,0.711204461,0.975206748,0.161368002,0,0,7.682854342,CHATHAM
303,13055,CHATTOOGA,GA,25138,224,South Atlantic,South-East,0.205937805,224,0,0,0.64126211,0,0.079520209,0,4.324693915,CHATTOOGA
304,13057,CHEROKEE,GA,225106,3828,South Atlantic,South-East,0.229604363,3828,0,0,0.81220388,1.555698895,0,0,6.428922177,CHEROKEE
305,13059,CLARKE,GA,121265,520,South Atlantic,South-East,0.278498382,520,0,0.910776816,0.944219017,0.690076411,0,0,9.190446613,CLARKE
306,13063,CLAYTON,GA,264220,6496,South Atlantic,South-East,0.260529376,6496,0,0.371384557,0.883110164,1.612783857,0.001998853,0,7.294822514,CLAYTON
307,13067,COBB,GA,717190,2120,South Atlantic,South-East,0.229604363,2120,0,0,0.81220388,1.555698895,0,0,6.428922177,COBB
308,13069,COFFEE,GA,43220,170,South Atlantic,South-East,0.217586694,170,0,0,0.641593812,0.594359397,0,0,5.657254052,COFFEE
309,13071,COLQUITT,GA,46275,90,South Atlantic,South-East,0.322199362,90,0,0,0.897211577,1.382917135,0,0,6.766186598,COLQUITT
310,13073,COLUMBIA,GA,135416,2184,South Atlantic,South-East,0.197991093,2184,0,0.057991947,0.702126232,1.273001272,0,0,5.543750613,COLUMBIA
311,13075,COOK,GA,17066,280,South Atlantic,South-East,0.24545715,280,0,0.253234128,0.795603651,0,0,0,6.381885892,COOK
312,13077,COWETA,GA,133180,588,South Atlantic,South-East,0.218676906,588,0.0452883,0,0.712059502,1.533578247,0,0,6.122953363,COWETA
313,13079,CRAWFORD,GA,12504,98,South Atlantic,South-East,0.157238177,98,0,0,0.550333621,0,0,0,3.302001727,CRAWFORD
314,13081,CRISP,GA,23336,98,South Atlantic,South-East,0.194173064,98,0,0,0.679605723,0,0,0,4.077634336,CRISP
315,13083,DADE,GA,16507,252,South Atlantic,South-East,0.256274213,252,0,0.330993219,0.990265792,0.903089987,0,0,7.175677956,DADE
316,13085,DAWSON,GA,22686,588,South Atlantic,South-East,0.169601592,588,0,0,0.560688804,1.384711743,0,0,4.748844564,DAWSON
317,13087,DECATUR,GA,27359,170,South Atlantic,South-East,0.221322013,170,0,0,0.959062056,0,0,0,5.754372335,DECATUR
318,13089,DE KALB,GA,713340,4172,South Atlantic,South-East,0.212185688,4172,0,0.371384557,0.659704174,1.59959654,0.001998853,0,5.941199257,DE-KALB
319,13091,DODGE,GA,21221,28,South Atlantic,South-East,0,28,0,0,0,0,0,0,0,DODGE
320,13093,DOOLY,GA,14304,14,South Atlantic,South-East,0,14,0,0,0,0,0,0,0,DOOLY
321,13095,DOUGHERTY,GA,92969,617,South Atlantic,South-East,0.22384003,617,0,0.050324506,1.168857398,0.3232521,0,0,7.386720995,DOUGHERTY
322,13097,DOUGLAS,GA,136379,728,South Atlantic,South-East,0.305590039,728,0,0,1.200723097,1.352182518,0,0,8.556521101,DOUGLAS
323,13099,EARLY,GA,10542,14,South Atlantic,South-East,0,14,0,0,0,0,0,0,0,EARLY
324,13107,EMANUEL,GA,22867,426,South Atlantic,South-East,0.218960197,426,0.000770719,0,0.696588163,1.021189299,0,0,7.225686508,EMANUEL
325,13109,EVANS,GA,10833,176,South Atlantic,South-East,0.134515017,176,0,0,0.480767764,0,0,0,3.497390438,EVANS
326,13113,FAYETTE,GA,108365,1505,South Atlantic,South-East,0.303260493,1505,0,0.371384557,1.084719932,1.59959654,0.001998853,0,8.491293803,FAYETTE
327,13115,FLOYD,GA,95821,1232,South Atlantic,South-East,0.407299368,1232,0,0.940231795,0.729307739,1,0.372868084,0,8.553286737,FLOYD
328,13117,FORSYTH,GA,195405,2492,South Atlantic,South-East,0.222329625,2492,0,0,0.80675296,1.384711743,0,0,6.225229501,FORSYTH
329,13119,FRANKLIN,GA,22009,500,South Atlantic,South-East,0.224523635,500,0,0,1.04922277,0,0,0,7.409279969,FRANKLIN
330,13121,FULTON,GA,1010562,15617,South Atlantic,South-East,0.318576782,15617,0,0.371384557,1.153998061,1.612783857,0.001998853,0,8.920149896,FULTON
331,13123,GILMER,GA,28579,672,South Atlantic,South-East,0.230743825,672,0,0.193363156,0.701784261,1.787573107,0.04486421,0,6.460827089,GILMER
332,13127,GLYNN,GA,81508,399,South Atlantic,South-East,0.165986735,399,0,0,0.580953571,0,0,0,3.485721426,GLYNN
333,13129,GORDON,GA,55757,448,South Atlantic,South-East,0.249291507,448,0,0,0.609562434,0.662757832,0.152498202,0,5.235121644,GORDON
334,13131,GRADY,GA,25278,56,South Atlantic,South-East,0.224451931,56,0,0,0.785581757,0,0,0,4.713490543,GRADY
335,13133,GREENE,GA,16321,238,South Atlantic,South-East,0.305276177,238,0,0.910776816,0.916670484,0,0,0,6.410799721,GREENE
336,13135,GWINNETT,GA,859304,2162,South Atlantic,South-East,0.366859271,2162,0.031692679,0.903089987,1.221262818,1.342422681,0.079520209,0,10.27205958,GWINNETT
337,13137,HABERSHAM,GA,43300,512,South Atlantic,South-East,0.323548615,512,0,0,1.020861099,1.352182518,0,0,10.67710429,HABERSHAM
338,13139,HALL,GA,187745,326,South Atlantic,South-East,0.15692732,326,0,0,0.500799814,1.389166084,0,0,4.393964968,HALL
339,13141,HANCOCK,GA,8879,168,South Atlantic,South-East,0.199355245,168,0,0.44600429,0.581706725,1.645702211,0,0,5.581946848,HANCOCK
340,13143,HARALSON,GA,28495,1060,South Atlantic,South-East,0.397377269,1060,0.043004285,0.433655561,1.243268515,1.352182518,0,0,10.331809,HARALSON
341,13145,HARRIS,GA,32663,336,South Atlantic,South-East,0.218083878,336,0,0.433655561,0.639058671,0.311753861,0,0,4.579761447,HARRIS
342,13149,HEARD,GA,11558,560,South Atlantic,South-East,0.331510978,560,0.0452883,0,1.238618504,1.533578247,0,0,9.282307373,HEARD
343,13151,HENRY,GA,211128,1750,South Atlantic,South-East,0.271712016,1750,0.011954535,0.371384557,0.923546747,1.59959654,0.001998853,0,7.607936438,HENRY
344,13153,HOUSTON,GA,147658,461,South Atlantic,South-East,0.192982078,461,0,0,0.796708148,0.301029996,0,0.046031328,5.403498176,HOUSTON
345,13155,IRWIN,GA,9427,98,South Atlantic,South-East,0.185974796,98,0,0,0.650911785,0,0,0,3.905470712,IRWIN
346,13157,JACKSON,GA,61044,800,South Atlantic,South-East,0.382243986,800,0,0.910776816,0.920383217,1.580988234,0,0,9.938343636,JACKSON
347,13159,JASPER,GA,13601,336,South Atlantic,South-East,0.275217899,336,0,0.309386797,0.647849485,1.583092172,0,0,5.779575878,JASPER
348,13165,JENKINS,GA,9269,288,South Atlantic,South-East,0.17806908,288,0,0,0.477728014,0,0,0,4.629796079,JENKINS
